"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 09 07:57:54 GMT 2022","Fri Dec 09 07:57:57 GMT 2022","3138","","test_main_page","","","","test_projects_header","Test 'Projects' button in HEADER. [4] test from check-list"
"passed","Fri Dec 09 08:00:14 GMT 2022","Fri Dec 09 08:00:21 GMT 2022","7858","","test_main_page","","","","test_instagram_footer","Test 'Instagram' button in FOOTER. [39] test from check-list"
"skipped","Fri Dec 09 07:57:57 GMT 2022","Fri Dec 09 07:57:57 GMT 2022","0","","test_main_page","","","","test_mentors_header","Test 'Mentors' button in HEADER. [5] test from check-list"
"passed","Fri Dec 09 07:58:52 GMT 2022","Fri Dec 09 07:58:56 GMT 2022","4071","","test_main_page","","","","test_title_help_project_block","Test Help_Project_Title in Help_Project block are present and displayed. [30] test from check-list"
"passed","Fri Dec 09 08:00:36 GMT 2022","Fri Dec 09 08:00:41 GMT 2022","4616","","test_main_page","","","","test_mail_address_footer_block","Test Mail_Address in FOOTER block are present and displayed. [42] test from check-list"
"passed","Fri Dec 09 07:58:00 GMT 2022","Fri Dec 09 07:58:02 GMT 2022","2446","","test_main_page","","","","test_join_header","Test 'Join' button in HEADER. [9] test from check-list"
"passed","Fri Dec 09 07:58:20 GMT 2022","Fri Dec 09 07:58:22 GMT 2022","2600","","test_main_page","","","","test_title_projects_block","Test 'Projects' title in Projects block is present and displayed. [16] test from check-list"
"passed","Fri Dec 09 07:59:17 GMT 2022","Fri Dec 09 07:59:22 GMT 2022","4633","","test_main_page","","","","test_title_stay_connected_block","Test Title_Stay_Connected in FOOTER block are present and displayed. [34] test from check-list"
"passed","Fri Dec 09 07:59:02 GMT 2022","Fri Dec 09 07:59:10 GMT 2022","8777","","test_main_page","","","","test_boosty_button_help_project","Test Boosty button in Help Project block. [32] test from check-list"
"passed","Fri Dec 09 08:00:00 GMT 2022","Fri Dec 09 08:00:13 GMT 2022","12765","","test_main_page","","","","test_linkedin_footer","Test 'Linkedin' button in FOOTER. [38] test from check-list"
