"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 14 11:47:06 GMT 2022","Wed Dec 14 11:47:11 GMT 2022","5155","tests","test_landing_page","","","","test_why_exlab_block","Test Why_Exlab title and description is present and displayed. [14] test from check-list"
"passed","Wed Dec 14 11:49:06 GMT 2022","Wed Dec 14 11:49:11 GMT 2022","4975","tests","test_landing_page","","","","test_mail_address_footer_block","Test Mail_Address in FOOTER block are present and displayed. [42] test from check-list"
"passed","Wed Dec 14 11:48:14 GMT 2022","Wed Dec 14 11:48:19 GMT 2022","4957","tests","test_landing_page","","","","test_title_stay_connected_block","Test Title_Stay_Connected in FOOTER block are present and displayed. [34] test from check-list"
"passed","Wed Dec 14 11:47:27 GMT 2022","Wed Dec 14 11:47:30 GMT 2022","3439","tests","test_landing_page","","","","test_title_mentors_block","Test Mentors_Title in Mentors block are present and displayed. [18] test from check-list"
"passed","Wed Dec 14 11:47:54 GMT 2022","Wed Dec 14 11:47:58 GMT 2022","4387","tests","test_landing_page","","","","test_description_help_project_block","Test Description in Help_Project block are present and displayed. [31] test from check-list"
"passed","Wed Dec 14 11:47:37 GMT 2022","Wed Dec 14 11:47:41 GMT 2022","3948","tests","test_landing_page","","","","test_title_startup_for_block","Test StartUp_For_Title in StartUp_For block are present and displayed. [24] test from check-list"
"passed","Wed Dec 14 11:48:58 GMT 2022","Wed Dec 14 11:49:05 GMT 2022","6825","tests","test_landing_page","","","","test_youtube_footer","Test 'Youtube' button in FOOTER. [41] test from check-list"
"passed","Wed Dec 14 11:46:39 GMT 2022","Wed Dec 14 11:46:40 GMT 2022","1336","tests","test_landing_page","","","","test_logo_exlab_header","Test logo ExLab in HEADER. [2] test from check-list. Without refresh method in test"
"passed","Wed Dec 14 11:48:37 GMT 2022","Wed Dec 14 11:48:44 GMT 2022","6189","tests","test_landing_page","","","","test_linkedin_footer","Test 'Linkedin' button in FOOTER. [38] test from check-list"
"passed","Wed Dec 14 11:47:22 GMT 2022","Wed Dec 14 11:47:26 GMT 2022","4583","tests","test_landing_page","","","","test_logos_and_descriptions_projects_block","Test logos and descriptions of projects in Projects block are present and displayed. [17] test from check-list"
"passed","Wed Dec 14 11:46:45 GMT 2022","Wed Dec 14 11:46:49 GMT 2022","3489","tests","test_landing_page","","","","test_projects_header","Test 'Projects' button in HEADER. [4] test from check-list"
"passed","Wed Dec 14 11:46:50 GMT 2022","Wed Dec 14 11:46:51 GMT 2022","1485","tests","test_landing_page","","","","test_sun_icon_header","Test 'Sun_Icon' button in HEADER. [7] test from check-list"
"passed","Wed Dec 14 11:47:18 GMT 2022","Wed Dec 14 11:47:21 GMT 2022","2943","tests","test_landing_page","","","","test_title_projects_block","Test 'Projects' title in Projects block is present and displayed. [16] test from check-list"
"passed","Wed Dec 14 11:47:12 GMT 2022","Wed Dec 14 11:47:17 GMT 2022","4754","tests","test_landing_page","","","","test_join_why_exlab_block","Test 'Join' button in Why Exlab block. [15] test from check-list"
"passed","Wed Dec 14 11:48:32 GMT 2022","Wed Dec 14 11:48:37 GMT 2022","4922","tests","test_landing_page","","","","test_text_under_logo_footer_block","Test Text_Under_Logo in FOOTER block are present and displayed. [37] test from check-list"
"passed","Wed Dec 14 11:46:52 GMT 2022","Wed Dec 14 11:46:56 GMT 2022","3678","tests","test_landing_page","","","","test_join_header","Test 'Join' button in HEADER. [9] test from check-list"
"passed","Wed Dec 14 11:46:36 GMT 2022","Wed Dec 14 11:46:38 GMT 2022","2411","tests","test_landing_page","","","","test_landing_url_and_black_theme","Test landing URL and black theme on default. [1] test from check-list"
"passed","Wed Dec 14 11:47:31 GMT 2022","Wed Dec 14 11:47:36 GMT 2022","5186","tests","test_landing_page","","","","test_mentors_spoilers","Test spoilers of mentors in mentors block. [20] test from check-list"
"passed","Wed Dec 14 11:48:26 GMT 2022","Wed Dec 14 11:48:31 GMT 2022","4968","tests","test_landing_page","","","","test_logo_footer_block","Test Logo in FOOTER block are present and displayed. [36] test from check-list"
"passed","Wed Dec 14 11:47:59 GMT 2022","Wed Dec 14 11:48:08 GMT 2022","9358","tests","test_landing_page","","","","test_boosty_button_help_project","Test Boosty button in Help Project block. [32] test from check-list"
"passed","Wed Dec 14 11:46:57 GMT 2022","Wed Dec 14 11:47:00 GMT 2022","3442","tests","test_landing_page","","","","test_logo_gif_your_opportunity_block","Test 'Logo_Gif' in block YOUR_OPPORTYNITY is present and displayed. [11] test from check-list"
"passed","Wed Dec 14 11:48:20 GMT 2022","Wed Dec 14 11:48:25 GMT 2022","4929","tests","test_landing_page","","","","test_description_stay_connected_block","Test description in FOOTER block are present and displayed. [35] test from check-list"
"passed","Wed Dec 14 11:47:47 GMT 2022","Wed Dec 14 11:47:52 GMT 2022","4450","tests","test_landing_page","","","","test_title_help_project_block","Test Help_Project_Title in Help_Project block are present and displayed. [30] test from check-list"
"passed","Wed Dec 14 11:47:01 GMT 2022","Wed Dec 14 11:47:02 GMT 2022","1366","tests","test_landing_page","","","","test_text_your_opportunity_block","Test 'Text_Under_Main_Title' block YOUR OPPORTUNITY is present and displayed. [12] test from check-list"
"skipped","Wed Dec 14 11:46:49 GMT 2022","Wed Dec 14 11:46:49 GMT 2022","0","tests","test_landing_page","","","","test_startup_for_header","Test 'StartUp_For' button in HEADER. [6] test from check-list"
"passed","Wed Dec 14 11:47:03 GMT 2022","Wed Dec 14 11:47:05 GMT 2022","2375","tests","test_landing_page","","","","test_about_us_block","Test About_Us title and description is present and displayed. [13] test from check-list"
"skipped","Wed Dec 14 11:46:49 GMT 2022","Wed Dec 14 11:46:49 GMT 2022","0","tests","test_landing_page","","","","test_mentors_header","Test 'Mentors' button in HEADER. [5] test from check-list"
"passed","Wed Dec 14 11:48:09 GMT 2022","Wed Dec 14 11:48:13 GMT 2022","4400","tests","test_landing_page","","","","test_patreon_button_help_project","Test Patreon button in Help Project block. [33] test from check-list. Without Patreon page checking"
"passed","Wed Dec 14 11:47:42 GMT 2022","Wed Dec 14 11:47:46 GMT 2022","4446","tests","test_landing_page","","","","test_descriptions_startup_for_block","Test Descriptions in StartUp_For block are present and displayed. [28] test from check-list"
