"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Dec 24 12:22:22 GMT 2022","Sat Dec 24 12:22:29 GMT 2022","6924","tests","test_landing_page","","","","test_telegram_footer","Test 'Telegram' button in FOOTER. [40] test from check-list"
"passed","Sat Dec 24 12:21:03 GMT 2022","Sat Dec 24 12:21:09 GMT 2022","5364","tests","test_landing_page","","","","test_mentors_spoilers","Test spoilers of mentors in mentors block. [20] test from check-list"
"passed","Sat Dec 24 12:20:44 GMT 2022","Sat Dec 24 12:20:49 GMT 2022","4788","tests","test_landing_page","","","","test_join_why_exlab_block","Test 'Join' button in Why Exlab block. [15] test from check-list"
"passed","Sat Dec 24 12:21:58 GMT 2022","Sat Dec 24 12:22:03 GMT 2022","4945","tests","test_landing_page","","","","test_logo_footer_block","Test Logo in FOOTER block are present and displayed. [36] test from check-list"
"passed","Sat Dec 24 12:20:27 GMT 2022","Sat Dec 24 12:20:30 GMT 2022","3273","tests","test_landing_page","","","","test_join_header","Test 'Join' button in HEADER. [9] test from check-list"
"passed","Sat Dec 24 12:20:54 GMT 2022","Sat Dec 24 12:20:58 GMT 2022","4614","tests","test_landing_page","","","","test_logos_and_descriptions_projects_block","Test logos and descriptions of projects in Projects block are present and displayed. [17] test from check-list"
"passed","Sat Dec 24 12:21:52 GMT 2022","Sat Dec 24 12:21:57 GMT 2022","4954","tests","test_landing_page","","","","test_description_stay_connected_block","Test description in FOOTER block are present and displayed. [35] test from check-list"
"passed","Sat Dec 24 12:20:16 GMT 2022","Sat Dec 24 12:20:19 GMT 2022","3551","tests","test_landing_page","","","","test_about_us_header","Test 'About_Us' button in HEADER. [3] test from check-list"
"passed","Sat Dec 24 12:21:30 GMT 2022","Sat Dec 24 12:21:40 GMT 2022","9738","tests","test_landing_page","","","","test_boosty_button_help_project","Test Boosty button in Help Project block. [32] test from check-list"
"passed","Sat Dec 24 12:22:16 GMT 2022","Sat Dec 24 12:22:21 GMT 2022","5213","tests","test_landing_page","","","","test_instagram_footer","Test 'Instagram' button in FOOTER. [39] test from check-list"
"passed","Sat Dec 24 12:21:14 GMT 2022","Sat Dec 24 12:21:19 GMT 2022","4463","tests","test_landing_page","","","","test_descriptions_startup_for_block","Test Descriptions in StartUp_For block are present and displayed. [28] test from check-list"
"passed","Sat Dec 24 12:20:37 GMT 2022","Sat Dec 24 12:20:40 GMT 2022","2454","tests","test_landing_page","","","","test_about_us_block","Test About_Us title and description is present and displayed. [13] test from check-list"
"passed","Sat Dec 24 12:20:14 GMT 2022","Sat Dec 24 12:20:15 GMT 2022","1336","tests","test_landing_page","","","","test_logo_exlab_header","Test logo ExLab in HEADER. [2] test from check-list. Without refresh method in test"
"passed","Sat Dec 24 12:22:04 GMT 2022","Sat Dec 24 12:22:09 GMT 2022","4932","tests","test_landing_page","","","","test_text_under_logo_footer_block","Test Text_Under_Logo in FOOTER block are present and displayed. [37] test from check-list"
"passed","Sat Dec 24 12:22:38 GMT 2022","Sat Dec 24 12:22:43 GMT 2022","4918","tests","test_landing_page","","","","test_mail_address_footer_block","Test Mail_Address in FOOTER block are present and displayed. [42] test from check-list"
"passed","Sat Dec 24 12:21:41 GMT 2022","Sat Dec 24 12:21:45 GMT 2022","4447","tests","test_landing_page","","","","test_patreon_button_help_project","Test Patreon button in Help Project block. [33] test from check-list. Without Patreon page checking"
