"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 25 07:48:44 GMT 2022","Sun Dec 25 07:48:49 GMT 2022","4938","tests","test_landing_page","","","","test_logo_footer_block","Test Logo in FOOTER block are present and displayed. [36] test from check-list"
"passed","Sun Dec 25 07:47:56 GMT 2022","Sun Dec 25 07:47:59 GMT 2022","3903","tests","test_landing_page","","","","test_title_startup_for_block","Test StartUp_For_Title in StartUp_For block are present and displayed. [24] test from check-list"
"skipped","Sun Dec 25 07:47:06 GMT 2022","Sun Dec 25 07:47:06 GMT 2022","0","tests","test_landing_page","","","","test_startup_for_header","Test 'StartUp_For' button in HEADER. [6] test from check-list"
"passed","Sun Dec 25 07:49:16 GMT 2022","Sun Dec 25 07:49:23 GMT 2022","6653","tests","test_landing_page","","","","test_youtube_footer","Test 'Youtube' button in FOOTER. [41] test from check-list"
"passed","Sun Dec 25 07:46:59 GMT 2022","Sun Dec 25 07:47:02 GMT 2022","3438","tests","test_landing_page","","","","test_about_us_header","Test 'About_Us' button in HEADER. [3] test from check-list"
"passed","Sun Dec 25 07:47:29 GMT 2022","Sun Dec 25 07:47:34 GMT 2022","4784","tests","test_landing_page","","","","test_join_why_exlab_block","Test 'Join' button in Why Exlab block. [15] test from check-list"
"passed","Sun Dec 25 07:48:32 GMT 2022","Sun Dec 25 07:48:37 GMT 2022","4953","tests","test_landing_page","","","","test_title_stay_connected_block","Test Title_Stay_Connected in FOOTER block are present and displayed. [34] test from check-list"
"passed","Sun Dec 25 07:46:56 GMT 2022","Sun Dec 25 07:46:58 GMT 2022","1311","tests","test_landing_page","","","","test_logo_exlab_header","Test logo ExLab in HEADER. [2] test from check-list. Without refresh method in test"
"passed","Sun Dec 25 07:47:44 GMT 2022","Sun Dec 25 07:47:47 GMT 2022","3429","tests","test_landing_page","","","","test_title_mentors_block","Test Mentors_Title in Mentors block are present and displayed. [18] test from check-list"
"passed","Sun Dec 25 07:47:39 GMT 2022","Sun Dec 25 07:47:43 GMT 2022","4545","tests","test_landing_page","","","","test_logos_and_descriptions_projects_block","Test logos and descriptions of projects in Projects block are present and displayed. [17] test from check-list"
"passed","Sun Dec 25 07:48:26 GMT 2022","Sun Dec 25 07:48:31 GMT 2022","4428","tests","test_landing_page","","","","test_patreon_button_help_project","Test Patreon button in Help Project block. [33] test from check-list. Without Patreon page checking"
"passed","Sun Dec 25 07:47:35 GMT 2022","Sun Dec 25 07:47:38 GMT 2022","2860","tests","test_landing_page","","","","test_title_projects_block","Test 'Projects' title in Projects block is present and displayed. [16] test from check-list"
"passed","Sun Dec 25 07:47:25 GMT 2022","Sun Dec 25 07:47:28 GMT 2022","2947","tests","test_landing_page","","","","test_why_exlab_block","Test Why_Exlab title and description is present and displayed. [14] test from check-list"
"passed","Sun Dec 25 07:49:09 GMT 2022","Sun Dec 25 07:49:15 GMT 2022","6845","tests","test_landing_page","","","","test_telegram_footer","Test 'Telegram' button in FOOTER. [40] test from check-list"
"passed","Sun Dec 25 07:47:49 GMT 2022","Sun Dec 25 07:47:55 GMT 2022","5600","tests","test_landing_page","","","","test_mentors_spoilers","Test spoilers of mentors in mentors block. [20] test from check-list"
"passed","Sun Dec 25 07:48:16 GMT 2022","Sun Dec 25 07:48:25 GMT 2022","9173","tests","test_landing_page","","","","test_boosty_button_help_project","Test Boosty button in Help Project block. [32] test from check-list"
"passed","Sun Dec 25 07:47:22 GMT 2022","Sun Dec 25 07:47:25 GMT 2022","2454","tests","test_landing_page","","","","test_about_us_block","Test About_Us title and description is present and displayed. [13] test from check-list"
"passed","Sun Dec 25 07:48:11 GMT 2022","Sun Dec 25 07:48:15 GMT 2022","4436","tests","test_landing_page","","","","test_description_help_project_block","Test Description in Help_Project block are present and displayed. [31] test from check-list"
"skipped","Sun Dec 25 07:47:06 GMT 2022","Sun Dec 25 07:47:06 GMT 2022","0","tests","test_landing_page","","","","test_mentors_header","Test 'Mentors' button in HEADER. [5] test from check-list"
"passed","Sun Dec 25 07:48:55 GMT 2022","Sun Dec 25 07:49:02 GMT 2022","6289","tests","test_landing_page","","","","test_linkedin_footer","Test 'Linkedin' button in FOOTER. [38] test from check-list"
"passed","Sun Dec 25 07:47:03 GMT 2022","Sun Dec 25 07:47:06 GMT 2022","3438","tests","test_landing_page","","","","test_projects_header","Test 'Projects' button in HEADER. [4] test from check-list"
"passed","Sun Dec 25 07:49:24 GMT 2022","Sun Dec 25 07:49:29 GMT 2022","4941","tests","test_landing_page","","","","test_mail_address_footer_block","Test Mail_Address in FOOTER block are present and displayed. [42] test from check-list"
"passed","Sun Dec 25 07:47:07 GMT 2022","Sun Dec 25 07:47:11 GMT 2022","3717","tests","test_landing_page","","","","test_sun_icon_header","Test 'Sun_Icon' button in HEADER. [7] test from check-list"
"passed","Sun Dec 25 07:48:00 GMT 2022","Sun Dec 25 07:48:05 GMT 2022","4432","tests","test_landing_page","","","","test_descriptions_startup_for_block","Test Descriptions in StartUp_For block are present and displayed. [28] test from check-list"
"passed","Sun Dec 25 07:48:06 GMT 2022","Sun Dec 25 07:48:10 GMT 2022","4449","tests","test_landing_page","","","","test_title_help_project_block","Test Help_Project_Title in Help_Project block are present and displayed. [30] test from check-list"
