"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 16 18:22:39 GMT 2023","Mon Jan 16 18:22:44 GMT 2023","5800","tests","test_landing_page","","","","test_youtube_footer","Test 'Youtube' button in FOOTER. [41] test from check-list"
"skipped","Mon Jan 16 18:18:50 GMT 2023","Mon Jan 16 18:18:50 GMT 2023","0","tests","test_landing_page","","","","test_mentors_header","Test 'Mentors' button in HEADER. [5] test from check-list"
"passed","Mon Jan 16 18:22:45 GMT 2023","Mon Jan 16 18:22:50 GMT 2023","4505","tests","test_landing_page","","","","test_mail_address_footer_block","Test Mail_Address in FOOTER block are present and displayed. [42] test from check-list"
"passed","Mon Jan 16 18:18:52 GMT 2023","Mon Jan 16 18:18:54 GMT 2023","2157","tests","test_landing_page","","","","test_join_header","Test 'Join' button in HEADER. [9] test from check-list"
"passed","Mon Jan 16 18:21:20 GMT 2023","Mon Jan 16 18:21:25 GMT 2023","4640","tests","test_landing_page","","","","test_mentors_spoilers","Test spoilers of mentors in mentors block. [20] test from check-list"
"passed","Mon Jan 16 18:18:51 GMT 2023","Mon Jan 16 18:18:51 GMT 2023","936","tests","test_landing_page","","","","test_sun_icon_header","Test 'Sun_Icon' button in HEADER. [7] test from check-list"
"passed","Mon Jan 16 18:21:54 GMT 2023","Mon Jan 16 18:21:58 GMT 2023","3933","tests","test_landing_page","","","","test_patreon_button_help_project","Test Patreon button in Help Project block. [33] test from check-list. Without Patreon page checking"
"passed","Mon Jan 16 18:21:12 GMT 2023","Mon Jan 16 18:21:16 GMT 2023","4038","tests","test_landing_page","","","","test_logos_and_descriptions_projects_block","Test logos and descriptions of projects in Projects block are present and displayed. [17] test from check-list"
"passed","Mon Jan 16 18:21:17 GMT 2023","Mon Jan 16 18:21:20 GMT 2023","3021","tests","test_landing_page","","","","test_title_mentors_block","Test Mentors_Title in Mentors block are present and displayed. [18] test from check-list"
"passed","Mon Jan 16 18:21:26 GMT 2023","Mon Jan 16 18:21:29 GMT 2023","3595","tests","test_landing_page","","","","test_title_startup_for_block","Test StartUp_For_Title in StartUp_For block are present and displayed. [24] test from check-list"
"passed","Mon Jan 16 18:21:30 GMT 2023","Mon Jan 16 18:21:34 GMT 2023","3928","tests","test_landing_page","","","","test_descriptions_startup_for_block","Test Descriptions in StartUp_For block are present and displayed. [28] test from check-list"
"passed","Mon Jan 16 18:22:15 GMT 2023","Mon Jan 16 18:22:20 GMT 2023","4416","tests","test_landing_page","","","","test_text_under_logo_footer_block","Test Text_Under_Logo in FOOTER block are present and displayed. [37] test from check-list"
"passed","Mon Jan 16 18:21:08 GMT 2023","Mon Jan 16 18:21:11 GMT 2023","2508","tests","test_landing_page","","","","test_title_projects_block","Test 'Projects' title in Projects block is present and displayed. [16] test from check-list"
"passed","Mon Jan 16 18:22:32 GMT 2023","Mon Jan 16 18:22:38 GMT 2023","5533","tests","test_landing_page","","","","test_telegram_footer","Test 'Telegram' button in FOOTER. [40] test from check-list"
"failed","Mon Jan 16 18:19:53 GMT 2023","Mon Jan 16 18:20:03 GMT 2023","9097","tests","test_landing_page","","","","test_about_us_block","Test About_Us title and description is present and displayed. [13] test from check-list"
"passed","Mon Jan 16 18:18:47 GMT 2023","Mon Jan 16 18:18:50 GMT 2023","2967","tests","test_landing_page","","","","test_projects_header","Test 'Projects' button in HEADER. [4] test from check-list"
"passed","Mon Jan 16 18:22:27 GMT 2023","Mon Jan 16 18:22:31 GMT 2023","4630","tests","test_landing_page","","","","test_instagram_footer","Test 'Instagram' button in FOOTER. [39] test from check-list"
"passed","Mon Jan 16 18:21:59 GMT 2023","Mon Jan 16 18:22:03 GMT 2023","4480","tests","test_landing_page","","","","test_title_stay_connected_block","Test Title_Stay_Connected in FOOTER block are present and displayed. [34] test from check-list"
"failed","Mon Jan 16 18:20:54 GMT 2023","Mon Jan 16 18:21:03 GMT 2023","9081","tests","test_landing_page","","","","test_why_exlab_block","Test Why_Exlab title and description is present and displayed. [14] test from check-list"
"passed","Mon Jan 16 18:22:10 GMT 2023","Mon Jan 16 18:22:15 GMT 2023","4497","tests","test_landing_page","","","","test_logo_footer_block","Test Logo in FOOTER block are present and displayed. [36] test from check-list"
"passed","Mon Jan 16 18:18:41 GMT 2023","Mon Jan 16 18:18:42 GMT 2023","849","tests","test_landing_page","","","","test_logo_exlab_header","Test logo ExLab in HEADER. [2] test from check-list. Without refresh method in test"
"passed","Mon Jan 16 18:18:43 GMT 2023","Mon Jan 16 18:18:46 GMT 2023","3022","tests","test_landing_page","","","","test_about_us_header","Test 'About_Us' button in HEADER. [3] test from check-list"
"passed","Mon Jan 16 18:21:36 GMT 2023","Mon Jan 16 18:21:40 GMT 2023","4104","tests","test_landing_page","","","","test_title_help_project_block","Test Help_Project_Title in Help_Project block are present and displayed. [30] test from check-list"
"passed","Mon Jan 16 18:21:46 GMT 2023","Mon Jan 16 18:21:53 GMT 2023","7618","tests","test_landing_page","","","","test_boosty_button_help_project","Test Boosty button in Help Project block. [32] test from check-list"
"passed","Mon Jan 16 18:21:04 GMT 2023","Mon Jan 16 18:21:08 GMT 2023","3572","tests","test_landing_page","","","","test_join_why_exlab_block","Test 'Join' button in Why Exlab block. [15] test from check-list"
"passed","Mon Jan 16 18:18:40 GMT 2023","Mon Jan 16 18:18:41 GMT 2023","1020","tests","test_landing_page","","","","test_landing_url_and_black_theme","Test landing URL and black theme on default. [1] test from check-list"
"passed","Mon Jan 16 18:18:59 GMT 2023","Mon Jan 16 18:19:00 GMT 2023","979","tests","test_landing_page","","","","test_text_your_opportunity_block","Test 'Main_Title' and 'Description' in YOUR OPPORTUNITY block is present and displayed. [12] test from check-list"
"passed","Mon Jan 16 18:22:05 GMT 2023","Mon Jan 16 18:22:09 GMT 2023","4439","tests","test_landing_page","","","","test_description_stay_connected_block","Test description in FOOTER block are present and displayed. [35] test from check-list"
"passed","Mon Jan 16 18:22:21 GMT 2023","Mon Jan 16 18:22:26 GMT 2023","5389","tests","test_landing_page","","","","test_linkedin_footer","Test 'Linkedin' button in FOOTER. [38] test from check-list"
"passed","Mon Jan 16 18:18:55 GMT 2023","Mon Jan 16 18:18:58 GMT 2023","2853","tests","test_landing_page","","","","test_logo_gif_your_opportunity_block","Test 'Logo_Gif' in block YOUR_OPPORTYNITY is present and displayed. [11] test from check-list"
"passed","Mon Jan 16 18:21:41 GMT 2023","Mon Jan 16 18:21:45 GMT 2023","3904","tests","test_landing_page","","","","test_description_help_project_block","Test Description in Help_Project block are present and displayed. [31] test from check-list"
"skipped","Mon Jan 16 18:18:50 GMT 2023","Mon Jan 16 18:18:50 GMT 2023","0","tests","test_landing_page","","","","test_startup_for_header","Test 'StartUp_For' button in HEADER. [6] test from check-list"
