"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 09 10:24:07 GMT 2022","Fri Dec 09 10:24:08 GMT 2022","1429","","test_landing_page","","","","test_sun_icon_header","Test 'Sun_Icon' button in HEADER. [7] test from check-list"
"passed","Fri Dec 09 10:24:55 GMT 2022","Fri Dec 09 10:25:00 GMT 2022","4425","","test_landing_page","","","","test_descriptions_startup_for_block","Test Descriptions in StartUp_For block are present and displayed. [28] test from check-list"
"passed","Fri Dec 09 10:26:18 GMT 2022","Fri Dec 09 10:26:23 GMT 2022","4961","","test_landing_page","","","","test_mail_address_footer_block","Test Mail_Address in FOOTER block are present and displayed. [42] test from check-list"
"passed","Fri Dec 09 10:24:09 GMT 2022","Fri Dec 09 10:24:12 GMT 2022","3184","","test_landing_page","","","","test_join_header","Test 'Join' button in HEADER. [9] test from check-list"
"passed","Fri Dec 09 10:24:02 GMT 2022","Fri Dec 09 10:24:06 GMT 2022","3428","","test_landing_page","","","","test_projects_header","Test 'Projects' button in HEADER. [4] test from check-list"
"passed","Fri Dec 09 10:23:58 GMT 2022","Fri Dec 09 10:24:02 GMT 2022","3445","","test_landing_page","","","","test_about_us_header","Test 'About_Us' button in HEADER. [3] test from check-list"
"passed","Fri Dec 09 10:23:53 GMT 2022","Fri Dec 09 10:23:55 GMT 2022","2035","","test_landing_page","","","","test_landing_url_and_black_theme","Test landing URL and black theme on default. [1] test from check-list"
"passed","Fri Dec 09 10:24:51 GMT 2022","Fri Dec 09 10:24:54 GMT 2022","3912","","test_landing_page","","","","test_title_startup_for_block","Test StartUp_For_Title in StartUp_For block are present and displayed. [24] test from check-list"
"passed","Fri Dec 09 10:24:19 GMT 2022","Fri Dec 09 10:24:22 GMT 2022","2397","","test_landing_page","","","","test_about_us_block","Test About_Us title and description is present and displayed. [13] test from check-list"
"passed","Fri Dec 09 10:25:44 GMT 2022","Fri Dec 09 10:25:49 GMT 2022","4954","","test_landing_page","","","","test_text_under_logo_footer_block","Test Text_Under_Logo in FOOTER block are present and displayed. [37] test from check-list"
"passed","Fri Dec 09 10:25:38 GMT 2022","Fri Dec 09 10:25:43 GMT 2022","4944","","test_landing_page","","","","test_logo_footer_block","Test Logo in FOOTER block are present and displayed. [36] test from check-list"
"passed","Fri Dec 09 10:25:27 GMT 2022","Fri Dec 09 10:25:32 GMT 2022","4935","","test_landing_page","","","","test_title_stay_connected_block","Test Title_Stay_Connected in FOOTER block are present and displayed. [34] test from check-list"
"passed","Fri Dec 09 10:26:11 GMT 2022","Fri Dec 09 10:26:17 GMT 2022","6770","","test_landing_page","","","","test_youtube_footer","Test 'Youtube' button in FOOTER. [41] test from check-list"
"passed","Fri Dec 09 10:26:03 GMT 2022","Fri Dec 09 10:26:10 GMT 2022","6835","","test_landing_page","","","","test_telegram_footer","Test 'Telegram' button in FOOTER. [40] test from check-list"
"passed","Fri Dec 09 10:24:26 GMT 2022","Fri Dec 09 10:24:31 GMT 2022","4778","","test_landing_page","","","","test_join_why_exlab_block","Test 'Join' button in Why Exlab block. [15] test from check-list"
"passed","Fri Dec 09 10:24:45 GMT 2022","Fri Dec 09 10:24:50 GMT 2022","4291","","test_landing_page","","","","test_mentors_spoilers","Test spoilers of mentors in mentors block. [20] test from check-list"
"skipped","Fri Dec 09 10:24:06 GMT 2022","Fri Dec 09 10:24:06 GMT 2022","0","","test_landing_page","","","","test_startup_for_header","Test 'StartUp_For' button in HEADER. [6] test from check-list"
"passed","Fri Dec 09 10:23:56 GMT 2022","Fri Dec 09 10:23:57 GMT 2022","1325","","test_landing_page","","","","test_logo_exlab_header","Test logo ExLab in HEADER. [2] test from check-list. Without refresh method in test"
"passed","Fri Dec 09 10:24:36 GMT 2022","Fri Dec 09 10:24:40 GMT 2022","4563","","test_landing_page","","","","test_logos_and_descriptions_projects_block","Test logos and descriptions of projects in Projects block are present and displayed. [17] test from check-list"
"passed","Fri Dec 09 10:24:13 GMT 2022","Fri Dec 09 10:24:16 GMT 2022","3340","","test_landing_page","","","","test_logo_gif_your_opportunity_block","Test 'Logo_Gif' in block YOUR_OPPORTYNITY is present and displayed. [11] test from check-list"
"passed","Fri Dec 09 10:25:57 GMT 2022","Fri Dec 09 10:26:02 GMT 2022","5142","","test_landing_page","","","","test_instagram_footer","Test 'Instagram' button in FOOTER. [39] test from check-list"
"passed","Fri Dec 09 10:25:22 GMT 2022","Fri Dec 09 10:25:26 GMT 2022","4439","","test_landing_page","","","","test_patreon_button_help_project","Test Patreon button in Help Project block. [33] test from check-list. Without Patreon page checking"
"passed","Fri Dec 09 10:24:23 GMT 2022","Fri Dec 09 10:24:26 GMT 2022","2958","","test_landing_page","","","","test_why_exlab_block","Test Why_Exlab title and description is present and displayed. [14] test from check-list"
"skipped","Fri Dec 09 10:24:06 GMT 2022","Fri Dec 09 10:24:06 GMT 2022","0","","test_landing_page","","","","test_mentors_header","Test 'Mentors' button in HEADER. [5] test from check-list"
